gen_capacity,generator,type,var_cost
660.0,COAL-NEW-121,coal,3020.0
660.0,COAL-NEW-122,coal,3021.0
660.0,COAL-NEW-123,coal,3022.0
660.0,COAL-NEW-124,coal,3023.0
660.0,COAL-NEW-125,coal,3024.0
660.0,COAL-NEW-126,coal,3025.0
660.0,COAL-NEW-127,coal,3026.0
660.0,COAL-NEW-128,coal,3027.0
660.0,COAL-NEW-129,coal,3028.0
660.0,COAL-NEW-130,coal,3029.0
660.0,COAL-NEW-131,coal,3030.0
660.0,COAL-NEW-132,coal,3031.0
660.0,COAL-NEW-133,coal,3032.0
660.0,COAL-NEW-134,coal,3033.0
660.0,COAL-NEW-135,coal,3034.0
660.0,COAL-NEW-136,coal,3035.0
660.0,COAL-NEW-137,coal,3036.0
660.0,COAL-NEW-138,coal,3037.0
660.0,COAL-NEW-139,coal,3038.0
660.0,COAL-NEW-140,coal,3039.0
660.0,COAL-NEW-141,coal,3040.0
660.0,COAL-NEW-142,coal,3041.0
660.0,COAL-NEW-143,coal,3042.0
660.0,COAL-NEW-144,coal,3043.0
660.0,COAL-NEW-145,coal,3044.0
660.0,COAL-NEW-146,coal,3045.0
660.0,COAL-NEW-147,coal,3046.0
660.0,COAL-NEW-148,coal,3047.0
660.0,COAL-NEW-149,coal,3048.0
660.0,COAL-NEW-150,coal,3049.0
660.0,COAL-NEW-151,coal,3050.0
660.0,COAL-NEW-152,coal,3051.0
660.0,COAL-NEW-153,coal,3052.0
660.0,COAL-NEW-154,coal,3053.0
660.0,COAL-NEW-155,coal,3054.0
660.0,COAL-NEW-156,coal,3055.0
660.0,COAL-NEW-157,coal,3056.0
660.0,COAL-NEW-158,coal,3057.0
660.0,COAL-NEW-159,coal,3058.0
660.0,COAL-NEW-160,coal,3059.0
660.0,COAL-NEW-161,coal,3060.0
660.0,COAL-NEW-162,coal,3061.0
660.0,COAL-NEW-163,coal,3062.0
660.0,COAL-NEW-164,coal,3063.0
660.0,COAL-NEW-165,coal,3064.0
660.0,COAL-NEW-166,coal,3065.0
660.0,COAL-NEW-167,coal,3066.0
660.0,COAL-NEW-168,coal,3067.0
660.0,COAL-NEW-169,coal,3068.0
660.0,COAL-NEW-170,coal,3069.0
660.0,COAL-NEW-171,coal,3070.0
660.0,COAL-NEW-172,coal,3071.0
660.0,COAL-NEW-173,coal,3072.0
660.0,COAL-NEW-174,coal,3073.0
660.0,COAL-NEW-175,coal,3074.0
660.0,COAL-NEW-176,coal,3075.0
660.0,COAL-NEW-177,coal,3076.0
660.0,COAL-NEW-178,coal,3077.0
660.0,COAL-NEW-179,coal,3078.0
660.0,COAL-NEW-180,coal,3079.0
660.0,COAL-NEW-181,coal,3080.0
660.0,COAL-NEW-182,coal,3081.0
660.0,COAL-NEW-183,coal,3082.0
660.0,COAL-NEW-184,coal,3083.0
250.0,GAS-CCGT-NEW-1,gas_ccgt,5500.0
250.0,GAS-CCGT-NEW-2,gas_ccgt,5501.0
200.0,GAS-CT-NEW-1,gas_ct,8200.0
200.0,GAS-CT-NEW-2,gas_ct,8201.0
200.0,GAS-CT-NEW-3,gas_ct,8202.0
200.0,GAS-CT-NEW-4,gas_ct,8203.0
200.0,GAS-CT-NEW-5,gas_ct,8204.0
200.0,GAS-CT-NEW-6,gas_ct,8205.0
200.0,GAS-CT-NEW-7,gas_ct,8206.0
200.0,GAS-CT-NEW-8,gas_ct,8207.0
200.0,GAS-CT-NEW-9,gas_ct,8208.0
200.0,GAS-CT-NEW-10,gas_ct,8209.0
200.0,GAS-CT-NEW-11,gas_ct,8210.0
200.0,GAS-CT-NEW-12,gas_ct,8211.0
200.0,GAS-CT-NEW-13,gas_ct,8212.0
200.0,GAS-CT-NEW-14,gas_ct,8213.0
200.0,GAS-CT-NEW-15,gas_ct,8214.0
200.0,GAS-CT-NEW-16,gas_ct,8215.0
200.0,GAS-CT-NEW-17,gas_ct,8216.0
200.0,GAS-CT-NEW-18,gas_ct,8217.0
200.0,GAS-CT-NEW-19,gas_ct,8218.0
200.0,GAS-CT-NEW-20,gas_ct,8219.0
200.0,GAS-CT-NEW-21,gas_ct,8220.0
200.0,GAS-CT-NEW-22,gas_ct,8221.0
200.0,GAS-CT-NEW-23,gas_ct,8222.0
200.0,GAS-CT-NEW-24,gas_ct,8223.0
200.0,GAS-CT-NEW-25,gas_ct,8224.0
200.0,GAS-CT-NEW-26,gas_ct,8225.0
200.0,GAS-CT-NEW-27,gas_ct,8226.0
200.0,GAS-CT-NEW-28,gas_ct,8227.0
200.0,GAS-CT-NEW-29,gas_ct,8228.0
200.0,GAS-CT-NEW-30,gas_ct,8229.0
200.0,GAS-CT-NEW-31,gas_ct,8230.0
200.0,GAS-CT-NEW-32,gas_ct,8231.0
200.0,GAS-CT-NEW-33,gas_ct,8232.0
200.0,GAS-CT-NEW-34,gas_ct,8233.0
200.0,GAS-CT-NEW-35,gas_ct,8234.0
200.0,GAS-CT-NEW-36,gas_ct,8235.0
200.0,GAS-CT-NEW-37,gas_ct,8236.0
200.0,GAS-CT-NEW-38,gas_ct,8237.0
200.0,GAS-CT-NEW-39,gas_ct,8238.0
200.0,GAS-CT-NEW-40,gas_ct,8239.0
200.0,GAS-CT-NEW-41,gas_ct,8240.0
200.0,GAS-CT-NEW-42,gas_ct,8241.0
200.0,GAS-CT-NEW-43,gas_ct,8242.0
200.0,GAS-CT-NEW-44,gas_ct,8243.0
200.0,GAS-CT-NEW-45,gas_ct,8244.0
200.0,GAS-CT-NEW-46,gas_ct,8245.0
200.0,GAS-CT-NEW-47,gas_ct,8246.0
200.0,GAS-CT-NEW-48,gas_ct,8247.0
200.0,GAS-CT-NEW-49,gas_ct,8248.0
200.0,GAS-CT-NEW-50,gas_ct,8249.0
200.0,GAS-CT-NEW-51,gas_ct,8250.0
200.0,GAS-CT-NEW-52,gas_ct,8251.0
200.0,GAS-CT-NEW-53,gas_ct,8252.0
200.0,GAS-CT-NEW-54,gas_ct,8253.0
200.0,GAS-CT-NEW-55,gas_ct,8254.0
200.0,GAS-CT-NEW-56,gas_ct,8255.0
200.0,GAS-CT-NEW-57,gas_ct,8256.0
200.0,GAS-CT-NEW-58,gas_ct,8257.0
200.0,GAS-CT-NEW-59,gas_ct,8258.0
200.0,GAS-CT-NEW-60,gas_ct,8259.0
200.0,GAS-CT-NEW-61,gas_ct,8260.0
200.0,GAS-CT-NEW-62,gas_ct,8261.0
200.0,GAS-CT-NEW-63,gas_ct,8262.0
200.0,GAS-CT-NEW-64,gas_ct,8263.0
200.0,GAS-CT-NEW-65,gas_ct,8264.0
200.0,GAS-CT-NEW-66,gas_ct,8265.0
200.0,GAS-CT-NEW-67,gas_ct,8266.0
200.0,GAS-CT-NEW-68,gas_ct,8267.0
200.0,GAS-CT-NEW-69,gas_ct,8268.0
200.0,GAS-CT-NEW-70,gas_ct,8269.0
200.0,GAS-CT-NEW-71,gas_ct,8270.0
200.0,GAS-CT-NEW-72,gas_ct,8271.0
200.0,GAS-CT-NEW-73,gas_ct,8272.0
200.0,GAS-CT-NEW-74,gas_ct,8273.0
200.0,GAS-CT-NEW-75,gas_ct,8274.0
200.0,GAS-CT-NEW-76,gas_ct,8275.0
200.0,GAS-CT-NEW-77,gas_ct,8276.0
200.0,GAS-CT-NEW-78,gas_ct,8277.0
200.0,GAS-CT-NEW-79,gas_ct,8278.0
200.0,GAS-CT-NEW-80,gas_ct,8279.0
200.0,GAS-CT-NEW-81,gas_ct,8280.0
200.0,GAS-CT-NEW-82,gas_ct,8281.0
200.0,GAS-CT-NEW-83,gas_ct,8282.0
200.0,GAS-CT-NEW-84,gas_ct,8283.0
200.0,GAS-CT-NEW-85,gas_ct,8284.0
200.0,GAS-CT-NEW-86,gas_ct,8285.0
200.0,GAS-CT-NEW-87,gas_ct,8286.0
200.0,GAS-CT-NEW-88,gas_ct,8287.0
200.0,GAS-CT-NEW-89,gas_ct,8288.0
200.0,GAS-CT-NEW-90,gas_ct,8289.0
200.0,GAS-CT-NEW-91,gas_ct,8290.0
200.0,GAS-CT-NEW-92,gas_ct,8291.0
200.0,GAS-CT-NEW-93,gas_ct,8292.0
200.0,GAS-CT-NEW-94,gas_ct,8293.0
200.0,GAS-CT-NEW-95,gas_ct,8294.0
200.0,GAS-CT-NEW-96,gas_ct,8295.0
200.0,GAS-CT-NEW-97,gas_ct,8296.0
200.0,GAS-CT-NEW-98,gas_ct,8297.0
200.0,GAS-CT-NEW-99,gas_ct,8298.0
200.0,GAS-CT-NEW-100,gas_ct,8299.0
200.0,GAS-CT-NEW-101,gas_ct,8300.0
200.0,GAS-CT-NEW-102,gas_ct,8301.0
200.0,GAS-CT-NEW-103,gas_ct,8302.0
200.0,GAS-CT-NEW-104,gas_ct,8303.0
200.0,GAS-CT-NEW-105,gas_ct,8304.0
200.0,GAS-CT-NEW-106,gas_ct,8305.0
200.0,GAS-CT-NEW-107,gas_ct,8306.0
200.0,GAS-CT-NEW-108,gas_ct,8307.0
200.0,GAS-CT-NEW-109,gas_ct,8308.0
200.0,GAS-CT-NEW-110,gas_ct,8309.0
200.0,GAS-CT-NEW-111,gas_ct,8310.0
200.0,GAS-CT-NEW-112,gas_ct,8311.0
200.0,GAS-CT-NEW-113,gas_ct,8312.0
200.0,GAS-CT-NEW-114,gas_ct,8313.0
200.0,GAS-CT-NEW-115,gas_ct,8314.0
200.0,GAS-CT-NEW-116,gas_ct,8315.0
200.0,GAS-CT-NEW-117,gas_ct,8316.0
200.0,GAS-CT-NEW-118,gas_ct,8317.0
200.0,GAS-CT-NEW-119,gas_ct,8318.0
200.0,GAS-CT-NEW-120,gas_ct,8319.0
200.0,GAS-CT-NEW-121,gas_ct,8320.0
200.0,GAS-CT-NEW-122,gas_ct,8321.0
200.0,GAS-CT-NEW-123,gas_ct,8322.0
200.0,GAS-CT-NEW-124,gas_ct,8323.0
200.0,GAS-CT-NEW-125,gas_ct,8324.0
200.0,GAS-CT-NEW-126,gas_ct,8325.0
200.0,GAS-CT-NEW-127,gas_ct,8326.0
200.0,GAS-CT-NEW-128,gas_ct,8327.0
200.0,GAS-CT-NEW-129,gas_ct,8328.0
200.0,GAS-CT-NEW-130,gas_ct,8329.0
200.0,GAS-CT-NEW-131,gas_ct,8330.0
200.0,GAS-CT-NEW-132,gas_ct,8331.0
200.0,GAS-CT-NEW-133,gas_ct,8332.0
200.0,GAS-CT-NEW-134,gas_ct,8333.0
200.0,GAS-CT-NEW-135,gas_ct,8334.0
200.0,GAS-CT-NEW-136,gas_ct,8335.0
